#r	psi(r)	exact_f0(r)
0.0369835	0.0356407	0.0356407
0.0370307	0.0356845	0.0356846
0.037078	0.0357284	0.0357284
0.0371252	0.0357722	0.0357722
0.0371724	0.035816	0.035816
0.0372196	0.0358598	0.0358598
0.0372668	0.0359036	0.0359036
0.037314	0.0359473	0.0359473
0.0373612	0.0359911	0.0359911
0.0374085	0.0360349	0.0360349
0.0374557	0.0360787	0.0360787
0.0375029	0.0361225	0.0361225
0.0375501	0.0361662	0.0361662
0.0375973	0.03621	0.03621
0.0376445	0.0362538	0.0362538
0.0376918	0.0362975	0.0362975
0.037739	0.0363413	0.0363413
0.0377862	0.036385	0.036385
0.0378334	0.0364288	0.0364288
0.0378806	0.0364725	0.0364725
0.0379279	0.0365163	0.0365163
0.0379751	0.03656	0.03656
0.0380223	0.0366038	0.0366038
0.0380695	0.0366475	0.0366475
0.0381168	0.0366912	0.0366912
0.038164	0.0367349	0.0367349
0.0382112	0.0367787	0.0367787
0.0382584	0.0368224	0.0368224
0.0383057	0.0368661	0.0368661
0.0383529	0.0369098	0.0369098
0.0384001	0.0369535	0.0369535
0.0384474	0.0369972	0.0369972
0.0384946	0.0370409	0.0370409
0.0385418	0.0370846	0.0370846
0.038589	0.0371283	0.0371283
0.0386363	0.037172	0.037172
0.0386835	0.0372157	0.0372157
0.0387307	0.0372593	0.0372593
0.038778	0.037303	0.037303
0.0388252	0.0373467	0.0373467
0.0388724	0.0373904	0.0373904
0.0389197	0.037434	0.037434
0.0389669	0.0374777	0.0374777
0.0390142	0.0375214	0.0375214
0.0390614	0.037565	0.037565
0.0391086	0.0376087	0.0376087
0.0391559	0.0376523	0.0376523
0.0392031	0.037696	0.037696
0.0392503	0.0377396	0.0377396
0.0392976	0.0377832	0.0377832
0.0393448	0.0378269	0.0378269
0.0393921	0.0378705	0.0378705
0.0394393	0.0379141	0.0379141
0.0394866	0.0379577	0.0379577
0.0395338	0.0380014	0.0380014
0.039581	0.038045	0.038045
0.0396283	0.0380886	0.0380886
0.0396755	0.0381322	0.0381322
0.0397228	0.0381758	0.0381758
0.03977	0.0382194	0.0382194
0.0398173	0.038263	0.038263
0.0398645	0.0383066	0.0383066
0.0399118	0.0383502	0.0383502
0.039959	0.0383938	0.0383938
0.0400063	0.0384374	0.0384374
0.0400535	0.0384809	0.0384809
0.0401008	0.0385245	0.0385245
0.040148	0.0385681	0.0385681
0.0401953	0.0386117	0.0386117
0.0402425	0.0386552	0.0386552
0.0402898	0.0386988	0.0386988
0.040337	0.0387423	0.0387423
0.0403843	0.0387859	0.0387859
0.0404315	0.0388294	0.0388294
0.0404788	0.038873	0.038873
0.0405261	0.0389165	0.0389165
0.0405733	0.0389601	0.0389601
0.0406206	0.0390036	0.0390036
0.0406678	0.0390471	0.0390471
0.0407151	0.0390907	0.0390907
0.0407624	0.0391342	0.0391342
0.0408096	0.0391777	0.0391777
0.0408569	0.0392212	0.0392212
0.0409041	0.0392647	0.0392647
0.0409514	0.0393083	0.0393083
0.0409987	0.0393518	0.0393518
0.0410459	0.0393953	0.0393953
0.0410932	0.0394388	0.0394388
0.0411405	0.0394823	0.0394823
0.0411877	0.0395258	0.0395258
0.041235	0.0395692	0.0395692
0.0412823	0.0396127	0.0396127
0.0413295	0.0396562	0.0396562
0.0413768	0.0396997	0.0396997
0.0414241	0.0397432	0.0397432
0.0414713	0.0397866	0.0397866
0.0415186	0.0398301	0.0398301
0.0415659	0.0398736	0.0398736
0.0416131	0.039917	0.039917
0.0416604	0.0399605	0.0399605
0.0417077	0.0400039	0.0400039
0.041755	0.0400474	0.0400474
0.0418022	0.0400908	0.0400908
0.0418495	0.0401343	0.0401343
0.0418968	0.0401777	0.0401777
0.0419441	0.0402211	0.0402211
0.0419913	0.0402646	0.0402646
0.0420386	0.040308	0.040308
0.0420859	0.0403514	0.0403514
0.0421332	0.0403948	0.0403949
0.0421805	0.0404383	0.0404383
0.0422277	0.0404817	0.0404817
0.042275	0.0405251	0.0405251
0.0423223	0.0405685	0.0405685
0.0423696	0.0406119	0.0406119
0.0424169	0.0406553	0.0406553
0.0424641	0.0406987	0.0406987
0.0425114	0.0407421	0.0407421
0.0425587	0.0407855	0.0407855
0.042606	0.0408289	0.0408289
0.0426533	0.0408722	0.0408722
0.0427006	0.0409156	0.0409156
0.0427479	0.040959	0.040959
0.0427951	0.0410024	0.0410024
0.0428424	0.0410457	0.0410457
0.0428897	0.0410891	0.0410891
0.042937	0.0411324	0.0411324
0.0429843	0.0411758	0.0411758
0.0430316	0.0412191	0.0412192
0.0430789	0.0412625	0.0412625
0.0431262	0.0413058	0.0413058
0.0431735	0.0413492	0.0413492
0.0432208	0.0413925	0.0413925
0.0432681	0.0414359	0.0414359
0.0433154	0.0414792	0.0414792
0.0433626	0.0415225	0.0415225
0.0434099	0.0415658	0.0415658
0.0434572	0.0416092	0.0416092
0.0435045	0.0416525	0.0416525
0.0435518	0.0416958	0.0416958
0.0435991	0.0417391	0.0417391
0.0436464	0.0417824	0.0417824
0.0436937	0.0418257	0.0418257
0.043741	0.041869	0.041869
0.0437883	0.0419123	0.0419123
0.0438356	0.0419556	0.0419556
0.0438829	0.0419989	0.0419989
0.0439302	0.0420421	0.0420421
0.0439775	0.0420854	0.0420854
0.0440248	0.0421287	0.0421287
0.0440722	0.042172	0.042172
0.0441195	0.0422152	0.0422152
0.0441668	0.0422585	0.0422585
0.0442141	0.0423018	0.0423018
0.0442614	0.042345	0.042345
0.0443087	0.0423883	0.0423883
0.044356	0.0424315	0.0424315
0.0444033	0.0424748	0.0424748
0.0444506	0.042518	0.042518
0.0444979	0.0425613	0.0425613
0.0445452	0.0426045	0.0426045
0.0445925	0.0426477	0.0426477
0.0446399	0.042691	0.042691
0.0446872	0.0427342	0.0427342
0.0447345	0.0427774	0.0427774
0.0447818	0.0428206	0.0428206
0.0448291	0.0428638	0.0428638
0.0448764	0.0429071	0.0429071
0.0449237	0.0429503	0.0429503
0.0449711	0.0429935	0.0429935
0.0450184	0.0430367	0.0430367
0.0450657	0.0430799	0.0430799
0.045113	0.0431231	0.0431231
0.0451603	0.0431662	0.0431663
0.0452077	0.0432094	0.0432094
0.045255	0.0432526	0.0432526
0.0453023	0.0432958	0.0432958
0.0453496	0.043339	0.043339
0.045397	0.0433821	0.0433821
0.0454443	0.0434253	0.0434253
0.0454916	0.0434685	0.0434685
0.0455389	0.0435116	0.0435116
0.0455862	0.0435548	0.0435548
0.0456336	0.0435979	0.043598
0.0456809	0.0436411	0.0436411
0.0457282	0.0436842	0.0436842
0.0457756	0.0437274	0.0437274
0.0458229	0.0437705	0.0437705
0.0458702	0.0438137	0.0438137
0.0459175	0.0438568	0.0438568
0.0459649	0.0438999	0.0438999
0.0460122	0.0439431	0.0439431
0.0460595	0.0439862	0.0439862
0.0461069	0.0440293	0.0440293
0.0461542	0.0440724	0.0440724
0.0462015	0.0441155	0.0441155
0.0462489	0.0441586	0.0441586
0.0462962	0.0442017	0.0442017
0.0463435	0.0442448	0.0442448
0.0463909	0.0442879	0.0442879
0.0464382	0.044331	0.044331
0.0464856	0.0443741	0.0443741
0.0465329	0.0444172	0.0444172
0.0465802	0.0444603	0.0444603
0.0466276	0.0445034	0.0445034
0.0466749	0.0445464	0.0445464
0.0467223	0.0445895	0.0445895
0.0467696	0.0446326	0.0446326
0.0468169	0.0446756	0.0446756
0.0468643	0.0447187	0.0447187
0.0469116	0.0447617	0.0447617
0.046959	0.0448048	0.0448048
0.0470063	0.0448478	0.0448479
0.0470537	0.0448909	0.0448909
0.047101	0.0449339	0.0449339
0.0471484	0.044977	0.044977
0.0471957	0.04502	0.04502
0.0472431	0.045063	0.045063
0.0472904	0.0451061	0.0451061
0.0473377	0.0451491	0.0451491
0.0473851	0.0451921	0.0451921
0.0474325	0.0452351	0.0452351
0.0474798	0.0452781	0.0452782
0.0475272	0.0453212	0.0453212
0.0475745	0.0453642	0.0453642
0.0476219	0.0454072	0.0454072
0.0476692	0.0454502	0.0454502
0.0477166	0.0454932	0.0454932
0.0477639	0.0455362	0.0455362
0.0478113	0.0455791	0.0455791
0.0478586	0.0456221	0.0456221
0.047906	0.0456651	0.0456651
0.0479534	0.0457081	0.0457081
0.0480007	0.0457511	0.0457511
0.0480481	0.045794	0.045794
0.0480954	0.045837	0.045837
0.0481428	0.04588	0.04588
0.0481902	0.0459229	0.0459229
0.0482375	0.0459659	0.0459659
0.0482849	0.0460088	0.0460088
0.0483322	0.0460518	0.0460518
0.0483796	0.0460947	0.0460947
0.048427	0.0461377	0.0461377
0.0484743	0.0461806	0.0461806
0.0485217	0.0462235	0.0462236
0.0485691	0.0462665	0.0462665
0.0486164	0.0463094	0.0463094
0.0486638	0.0463523	0.0463523
0.0487112	0.0463953	0.0463953
0.0487585	0.0464382	0.0464382
0.0488059	0.0464811	0.0464811
0.0488533	0.046524	0.046524
0.0489007	0.0465669	0.0465669
0.048948	0.0466098	0.0466098
0.0489954	0.0466527	0.0466527
0.0490428	0.0466956	0.0466956
0.0490901	0.0467385	0.0467385
0.0491375	0.0467814	0.0467814
0.0491849	0.0468243	0.0468243
0.0492323	0.0468671	0.0468671
0.0492796	0.04691	0.04691
0.049327	0.0469529	0.0469529
0.0493744	0.0469958	0.0469958
0.0494218	0.0470386	0.0470386
0.0494692	0.0470815	0.0470815
0.0495165	0.0471244	0.0471244
0.0495639	0.0471672	0.0471672
0.0496113	0.0472101	0.0472101
0.0496587	0.0472529	0.0472529
0.0497061	0.0472958	0.0472958
0.0497534	0.0473386	0.0473386
0.0498008	0.0473814	0.0473814
0.0498482	0.0474243	0.0474243
0.0498956	0.0474671	0.0474671
0.049943	0.0475099	0.0475099
0.0499904	0.0475528	0.0475528
0.0500378	0.0475956	0.0475956
0.0500851	0.0476384	0.0476384
0.0501325	0.0476812	0.0476812
0.0501799	0.047724	0.047724
0.0502273	0.0477668	0.0477668
0.0502747	0.0478096	0.0478096
0.0503221	0.0478524	0.0478524
0.0503695	0.0478952	0.0478952
0.0504169	0.047938	0.047938
0.0504643	0.0479808	0.0479808
0.0505117	0.0480236	0.0480236
0.0505591	0.0480664	0.0480664
0.0506064	0.0481092	0.0481092
0.0506538	0.0481519	0.0481519
0.0507012	0.0481947	0.0481947
0.0507486	0.0482375	0.0482375
0.050796	0.0482802	0.0482802
0.0508434	0.048323	0.048323
0.0508908	0.0483658	0.0483658
0.0509382	0.0484085	0.0484085
0.0509856	0.0484513	0.0484513
0.051033	0.048494	0.048494
0.0510804	0.0485367	0.0485367
0.0511278	0.0485795	0.0485795
0.0511752	0.0486222	0.0486222
0.0512226	0.0486649	0.0486649
0.05127	0.0487077	0.0487077
0.0513175	0.0487504	0.0487504
0.0513649	0.0487931	0.0487931
0.0514123	0.0488358	0.0488358
0.0514597	0.0488786	0.0488786
0.0515071	0.0489213	0.0489213
0.0515545	0.048964	0.048964
0.0516019	0.0490067	0.0490067
0.0516493	0.0490494	0.0490494
0.0516967	0.0490921	0.0490921
0.0517441	0.0491348	0.0491348
0.0517915	0.0491774	0.0491775
0.0518389	0.0492201	0.0492201
0.0518864	0.0492628	0.0492628
0.0519338	0.0493055	0.0493055
0.0519812	0.0493482	0.0493482
0.0520286	0.0493908	0.0493908
0.052076	0.0494335	0.0494335
0.0521234	0.0494762	0.0494762
0.0521708	0.0495188	0.0495188
0.0522183	0.0495615	0.0495615
0.0522657	0.0496041	0.0496041
0.0523131	0.0496468	0.0496468
0.0523605	0.0496894	0.0496894
0.0524079	0.0497321	0.0497321
0.0524554	0.0497747	0.0497747
0.0525028	0.0498174	0.0498174
0.0525502	0.04986	0.04986
0.0525976	0.0499026	0.0499026
0.0526451	0.0499452	0.0499452
0.0526925	0.0499879	0.0499879
0.0527399	0.0500305	0.0500305
0.0527873	0.0500731	0.0500731
0.0528348	0.0501157	0.0501157
0.0528822	0.0501583	0.0501583
0.0529296	0.0502009	0.0502009
0.052977	0.0502435	0.0502435
0.0530245	0.0502861	0.0502861
0.0530719	0.0503287	0.0503287
0.0531193	0.0503713	0.0503713
0.0531668	0.0504139	0.0504139
0.0532142	0.0504565	0.0504565
0.0532616	0.050499	0.050499
0.053309	0.0505416	0.0505416
0.0533565	0.0505842	0.0505842
0.0534039	0.0506268	0.0506268
0.0534514	0.0506693	0.0506693
0.0534988	0.0507119	0.0507119
0.0535462	0.0507544	0.0507544
0.0535937	0.050797	0.050797
0.0536411	0.0508395	0.0508395
0.0536885	0.0508821	0.0508821
0.053736	0.0509246	0.0509246
0.0537834	0.0509672	0.0509672
0.0538309	0.0510097	0.0510097
0.0538783	0.0510522	0.0510522
0.0539257	0.0510948	0.0510948
0.0539732	0.0511373	0.0511373
0.0540206	0.0511798	0.0511798
0.0540681	0.0512223	0.0512223
0.0541155	0.0512648	0.0512648
0.054163	0.0513074	0.0513074
0.0542104	0.0513499	0.0513499
0.0542578	0.0513924	0.0513924
0.0543053	0.0514349	0.0514349
0.0543527	0.0514774	0.0514774
0.0544002	0.0515199	0.0515199
0.0544476	0.0515623	0.0515623
0.0544951	0.0516048	0.0516048
0.0545425	0.0516473	0.0516473
0.05459	0.0516898	0.0516898
0.0546374	0.0517323	0.0517323
0.0546849	0.0517747	0.0517747
0.0547323	0.0518172	0.0518172
0.0547798	0.0518597	0.0518597
0.0548272	0.0519021	0.0519021
0.0548747	0.0519446	0.0519446
0.0549222	0.051987	0.0519871
0.0549696	0.0520295	0.0520295
0.0550171	0.0520719	0.0520719
0.0550645	0.0521144	0.0521144
0.055112	0.0521568	0.0521568
0.0551594	0.0521993	0.0521993
0.0552069	0.0522417	0.0522417
0.0552544	0.0522841	0.0522841
0.0553018	0.0523266	0.0523266
0.0553493	0.052369	0.052369
0.0553967	0.0524114	0.0524114
0.0554442	0.0524538	0.0524538
0.0554917	0.0524962	0.0524962
0.0555391	0.0525386	0.0525386
0.0555866	0.052581	0.052581
0.0556341	0.0526234	0.0526234
0.0556815	0.0526658	0.0526658
0.055729	0.0527082	0.0527082
0.0557765	0.0527506	0.0527506
0.0558239	0.052793	0.052793
0.0558714	0.0528354	0.0528354
0.0559189	0.0528778	0.0528778
0.0559663	0.0529201	0.0529201
0.0560138	0.0529625	0.0529625
0.0560613	0.0530049	0.0530049
0.0561088	0.0530473	0.0530473
0.0561562	0.0530896	0.0530896
0.0562037	0.053132	0.053132
0.0562512	0.0531743	0.0531743
0.0562987	0.0532167	0.0532167
0.0563461	0.053259	0.053259
0.0563936	0.0533014	0.0533014
0.0564411	0.0533437	0.0533437
0.0564886	0.0533861	0.0533861
0.056536	0.0534284	0.0534284
0.0565835	0.0534707	0.0534707
0.056631	0.053513	0.053513
0.0566785	0.0535554	0.0535554
0.056726	0.0535977	0.0535977
0.0567734	0.05364	0.05364
0.0568209	0.0536823	0.0536823
0.0568684	0.0537246	0.0537246
0.0569159	0.0537669	0.0537669
0.0569634	0.0538092	0.0538092
0.0570109	0.0538515	0.0538515
0.0570583	0.0538938	0.0538938
0.0571058	0.0539361	0.0539361
0.0571533	0.0539784	0.0539784
0.0572008	0.0540207	0.0540207
0.0572483	0.054063	0.054063
0.0572958	0.0541052	0.0541053
0.0573433	0.0541475	0.0541475
0.0573908	0.0541898	0.0541898
0.0574383	0.0542321	0.0542321
0.0574857	0.0542743	0.0542743
0.0575332	0.0543166	0.0543166
0.0575807	0.0543588	0.0543588
0.0576282	0.0544011	0.0544011
0.0576757	0.0544433	0.0544433
0.0577232	0.0544856	0.0544856
0.0577707	0.0545278	0.0545278
0.0578182	0.0545701	0.0545701
0.0578657	0.0546123	0.0546123
0.0579132	0.0546545	0.0546545
0.0579607	0.0546968	0.0546968
0.0580082	0.054739	0.054739
0.0580557	0.0547812	0.0547812
0.0581032	0.0548234	0.0548234
0.0581507	0.0548656	0.0548656
0.0581982	0.0549078	0.0549078
0.0582457	0.0549501	0.0549501
0.0582932	0.0549923	0.0549923
0.0583407	0.0550345	0.0550345
0.0583882	0.0550766	0.0550767
0.0584357	0.0551188	0.0551188
0.0584832	0.055161	0.055161
0.0585307	0.0552032	0.0552032
0.0585782	0.0552454	0.0552454
0.0586258	0.0552876	0.0552876
0.0586733	0.0553298	0.0553298
0.0587208	0.0553719	0.0553719
0.0587683	0.0554141	0.0554141
0.0588158	0.0554563	0.0554563
0.0588633	0.0554984	0.0554984
0.0589108	0.0555406	0.0555406
0.0589583	0.0555827	0.0555827
0.0590058	0.0556249	0.0556249
0.0590534	0.055667	0.055667
0.0591009	0.0557092	0.0557092
0.0591484	0.0557513	0.0557513
0.0591959	0.0557934	0.0557934
0.0592434	0.0558356	0.0558356
0.0592909	0.0558777	0.0558777
0.0593385	0.0559198	0.0559198
0.059386	0.055962	0.055962
0.0594335	0.0560041	0.0560041
0.059481	0.0560462	0.0560462
0.0595285	0.0560883	0.0560883
0.0595761	0.0561304	0.0561304
0.0596236	0.0561725	0.0561725
0.0596711	0.0562146	0.0562146
0.0597186	0.0562567	0.0562567
0.0597661	0.0562988	0.0562988
0.0598137	0.0563409	0.0563409
0.0598612	0.056383	0.056383
0.0599087	0.0564251	0.0564251
0.0599563	0.0564671	0.0564671
0.0600038	0.0565092	0.0565092
0.0600513	0.0565513	0.0565513
0.0600988	0.0565934	0.0565934
0.0601464	0.0566354	0.0566354
0.0601939	0.0566775	0.0566775
0.0602414	0.0567195	0.0567195
0.060289	0.0567616	0.0567616
0.0603365	0.0568036	0.0568037
0.060384	0.0568457	0.0568457
0.0604316	0.0568877	0.0568877
0.0604791	0.0569298	0.0569298
0.0605266	0.0569718	0.0569718
0.0605742	0.0570139	0.0570139
0.0606217	0.0570559	0.0570559
0.0606692	0.0570979	0.0570979
0.0607168	0.0571399	0.0571399
0.0607643	0.057182	0.057182
0.0608119	0.057224	0.057224
0.0608594	0.057266	0.057266
0.0609069	0.057308	0.057308
0.0609545	0.05735	0.05735
0.061002	0.057392	0.057392
0.0610496	0.057434	0.057434
0.0610971	0.057476	0.057476
0.0611447	0.057518	0.057518
0.0611922	0.05756	0.05756
0.0612397	0.057602	0.057602
0.0612873	0.0576439	0.0576439
0.0613348	0.0576859	0.0576859
0.0613824	0.0577279	0.0577279
0.0614299	0.0577699	0.0577699
0.0614775	0.0578118	0.0578118
0.061525	0.0578538	0.0578538
0.0615726	0.0578958	0.0578958
0.0616201	0.0579377	0.0579377
0.0616677	0.0579797	0.0579797
0.0617152	0.0580216	0.0580216
0.0617628	0.0580636	0.0580636
0.0618103	0.0581055	0.0581055
0.0618579	0.0581474	0.0581474
0.0619055	0.0581894	0.0581894
0.061953	0.0582313	0.0582313
0.0620006	0.0582732	0.0582732
0.0620481	0.0583152	0.0583152
0.0620957	0.0583571	0.0583571
0.0621432	0.058399	0.058399
0.0621908	0.0584409	0.0584409
0.0622384	0.0584828	0.0584828
0.0622859	0.0585247	0.0585247
0.0623335	0.0585666	0.0585666
0.062381	0.0586085	0.0586085
0.0624286	0.0586504	0.0586504
0.0624762	0.0586923	0.0586923
0.0625237	0.0587342	0.0587342
0.0625713	0.0587761	0.0587761
0.0626189	0.058818	0.058818
0.0626664	0.0588599	0.0588599
0.062714	0.0589017	0.0589017
0.0627616	0.0589436	0.0589436
0.0628091	0.0589855	0.0589855
0.0628567	0.0590273	0.0590273
0.0629043	0.0590692	0.0590692
0.0629518	0.0591111	0.0591111
0.0629994	0.0591529	0.0591529
0.063047	0.0591948	0.0591948
0.0630946	0.0592366	0.0592366
0.0631421	0.0592785	0.0592785
0.0631897	0.0593203	0.0593203
0.0632373	0.0593621	0.0593621
0.0632849	0.059404	0.059404
0.0633324	0.0594458	0.0594458
0.06338	0.0594876	0.0594876
0.0634276	0.0595295	0.0595295
0.0634752	0.0595713	0.0595713
0.0635227	0.0596131	0.0596131
0.0635703	0.0596549	0.0596549
0.0636179	0.0596967	0.0596967
0.0636655	0.0597385	0.0597385
0.0637131	0.0597803	0.0597803
0.0637606	0.0598221	0.0598221
0.0638082	0.0598639	0.0598639
0.0638558	0.0599057	0.0599057
0.0639034	0.0599475	0.0599475
0.063951	0.0599893	0.0599893
0.0639986	0.0600311	0.0600311
0.0640462	0.0600728	0.0600728
0.0640937	0.0601146	0.0601146
0.0641413	0.0601564	0.0601564
0.0641889	0.0601981	0.0601982
0.0642365	0.0602399	0.0602399
0.0642841	0.0602817	0.0602817
0.0643317	0.0603234	0.0603234
0.0643793	0.0603652	0.0603652
0.0644269	0.0604069	0.0604069
0.0644745	0.0604487	0.0604487
0.0645221	0.0604904	0.0604904
0.0645696	0.0605322	0.0605322
0.0646172	0.0605739	0.0605739
0.0646648	0.0606156	0.0606156
0.0647124	0.0606574	0.0606574
0.06476	0.0606991	0.0606991
0.0648076	0.0607408	0.0607408
0.0648552	0.0607825	0.0607825
0.0649028	0.0608242	0.0608242
0.0649504	0.0608659	0.0608659
0.064998	0.0609077	0.0609077
0.0650456	0.0609494	0.0609494
0.0650932	0.0609911	0.0609911
0.0651408	0.0610328	0.0610328
0.0651884	0.0610744	0.0610744
0.065236	0.0611161	0.0611161
0.0652836	0.0611578	0.0611578
0.0653312	0.0611995	0.0611995
0.0653789	0.0612412	0.0612412
0.0654265	0.0612829	0.0612829
0.0654741	0.0613245	0.0613245
0.0655217	0.0613662	0.0613662
0.0655693	0.0614079	0.0614079
0.0656169	0.0614495	0.0614495
0.0656645	0.0614912	0.0614912
0.0657121	0.0615328	0.0615328
0.0657597	0.0615745	0.0615745
0.0658073	0.0616161	0.0616161
0.0658549	0.0616578	0.0616578
0.0659026	0.0616994	0.0616994
0.0659502	0.0617411	0.0617411
0.0659978	0.0617827	0.0617827
0.0660454	0.0618243	0.0618243
0.066093	0.061866	0.061866
0.0661406	0.0619076	0.0619076
0.0661883	0.0619492	0.0619492
0.0662359	0.0619908	0.0619908
0.0662835	0.0620324	0.0620324
0.0663311	0.062074	0.062074
0.0663787	0.0621156	0.0621157
0.0664264	0.0621573	0.0621573
0.066474	0.0621989	0.0621989
0.0665216	0.0622404	0.0622404
0.0665692	0.062282	0.062282
0.0666168	0.0623236	0.0623236
0.0666645	0.0623652	0.0623652
0.0667121	0.0624068	0.0624068
0.0667597	0.0624484	0.0624484
0.0668073	0.0624899	0.06249
0.066855	0.0625315	0.0625315
0.0669026	0.0625731	0.0625731
0.0669502	0.0626146	0.0626147
0.0669979	0.0626562	0.0626562
0.0670455	0.0626978	0.0626978
0.0670931	0.0627393	0.0627393
0.0671408	0.0627809	0.0627809
0.0671884	0.0628224	0.0628224
0.067236	0.062864	0.062864
0.0672837	0.0629055	0.0629055
0.0673313	0.062947	0.062947
0.0673789	0.0629886	0.0629886
0.0674266	0.0630301	0.0630301
0.0674742	0.0630716	0.0630716
0.0675218	0.0631131	0.0631132
0.0675695	0.0631547	0.0631547
0.0676171	0.0631962	0.0631962
0.0676648	0.0632377	0.0632377
0.0677124	0.0632792	0.0632792
0.06776	0.0633207	0.0633207
0.0678077	0.0633622	0.0633622
0.0678553	0.0634037	0.0634037
0.067903	0.0634452	0.0634452
0.0679506	0.0634867	0.0634867
0.0679982	0.0635282	0.0635282
0.0680459	0.0635697	0.0635697
0.0680935	0.0636111	0.0636111
0.0681412	0.0636526	0.0636526
0.0681888	0.0636941	0.0636941
0.0682365	0.0637356	0.0637356
0.0682841	0.063777	0.063777
0.0683318	0.0638185	0.0638185
0.0683794	0.06386	0.06386
0.0684271	0.0639014	0.0639014
0.0684747	0.0639429	0.0639429
0.0685224	0.0639843	0.0639843
0.06857	0.0640258	0.0640258
0.0686177	0.0640672	0.0640672
0.0686653	0.0641086	0.0641086
0.068713	0.0641501	0.0641501
0.0687606	0.0641915	0.0641915
0.0688083	0.0642329	0.0642329
0.068856	0.0642744	0.0642744
0.0689036	0.0643158	0.0643158
0.0689513	0.0643572	0.0643572
0.0689989	0.0643986	0.0643986
0.0690466	0.06444	0.06444
0.0690943	0.0644814	0.0644814
0.0691419	0.0645228	0.0645228
0.0691896	0.0645642	0.0645642
0.0692372	0.0646056	0.0646056
0.0692849	0.064647	0.064647
0.0693326	0.0646884	0.0646884
0.0693802	0.0647298	0.0647298
0.0694279	0.0647712	0.0647712
0.0694756	0.0648126	0.0648126
0.0695232	0.0648539	0.0648539
0.0695709	0.0648953	0.0648953
0.0696186	0.0649367	0.0649367
0.0696662	0.0649781	0.0649781
0.0697139	0.0650194	0.0650194
0.0697616	0.0650608	0.0650608
0.0698093	0.0651021	0.0651021
0.0698569	0.0651435	0.0651435
0.0699046	0.0651848	0.0651848
0.0699523	0.0652262	0.0652262
0.0699999	0.0652675	0.0652675
0.0700476	0.0653089	0.0653089
0.0700953	0.0653502	0.0653502
0.070143	0.0653915	0.0653915
0.0701906	0.0654328	0.0654328
0.0702383	0.0654742	0.0654742
0.070286	0.0655155	0.0655155
0.0703337	0.0655568	0.0655568
0.0703814	0.0655981	0.0655981
0.070429	0.0656394	0.0656394
0.0704767	0.0656807	0.0656807
0.0705244	0.065722	0.065722
0.0705721	0.0657633	0.0657633
0.0706198	0.0658046	0.0658046
